,job_id,benefits,bid,campaign_budget,campaign_id,city_name,company_logo,company_name,description,feed_id,lat,lon,major_category,minor_category,pay_currentcy,pay_from,pay_option,pay_to,pay_type,postal_code,requirements,state,status,title,work_schedule
194,1447,"['Retirement benefit or accounts', 'PHP']",0,,12,Livermore,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,37.7526,-121.77,Construction / Facilities,Demolitions,,1000.0,0.0,,1.0,94551,"['C#', 'aa']",California,2,Job 1518,PART_TIME
195,286,"['Health insurance', 'Life insurance', 'Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days', 'Retirement benefit or accounts', 'Employee assistance programs(mental and emotional wellbing)']",0,,57,Westminster,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"VinBrain is a company funded by Vingroup, the largest conglomerate in Vietnam by market capitalization. Our mission is to perform cutting-edge research and development of AI, Machine Learning, and Deep Learning technologies and products that will lead to improve healthcare system and quality of life. At VinBrain, we believe the greatest promise of Big Data lies in healthcare. We believe that by solving unique and challenging problems at the intersection of (medical) Big Data, AI, IoT, and IoP (Internet of People), we can improve the outcomes for patients around the globe. We have assembled seasoned researchers, engineers, and entrepreneurs from world-class companies such as Microsoft, Amazon, Adobe and Google to build the platform and services to achieve this. If you are motivated to be part of something special and to be a catalyst for improving lives and healthier communities, we want to talk to you.",,33.7528,-117.995,Capital Markets,Trader,,2000.0,0.0,,1.0,92685,"['Javascript', 'mySql', 'C#']",California,2,Network vN,Full Time
196,374,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,Tokio,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.2339,-102.673,Capital Markets,Trader,,2000.0,0.0,,1.0,79376,['Javascript'],Texas,2,Job 935,Part Time
197,2061,['Life insurance'],0,,221,La Palma,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.8504,-118.041,Emergency Services / Enforcement,Parking Enforcement,,1000.0,2.0,,1.0,90623,['Sleep'],California,1,Job1700,PART_TIME
198,963,"['Flexible and remote working options', 'Retirement benefit or accounts', 'Employee assistance programs(mental and emotional wellbing)']",0,,57,Mckinney,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,FE,,33.1731,-96.6977,Construction / Facilities,Foreman,,1000.0,0.0,,1.0,75070,"['Javascript', 'Sleep']",Texas,2,FE 001,Full Time
199,822,['Health insurance'],0,,15,La Habra,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,33.9425,-117.951,Construction / Facilities,Line Worker,,2000.0,0.0,,1.0,90631,['Sleep'],California,1,Job 1030,Part Time
200,1356,['Eat'],0,,12,Santa Isabel,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,17.9973,-66.3889,Construction / Facilities,Masonry - Finishing,,2000.0,0.0,,1.0,757,['Sleep'],Puerto Rico,2,Job 1631,Part Time
201,118,['Health insurance'],0,,10,Norwalk,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9068,-118.083,Capital Markets,Trader,,,,,,90650,['Javascript'],California,1,Job 132,Full Time
202,824,[],0,,12,Palmdale,,GOTORO,Desc,,34.4133,-118.092,Construction / Facilities,Line Worker,,1000.0,0.0,,1.0,93550,[],California,1,LJob1133,Full Time
203,1153,"['Life insurance', 'Health insurance']",0,,63,Westminster,,Gotoro 6,Desc,,33.7525,-117.994,Education / Higher Education,Teacher - Preschool,,2000.0,2.0,,1.0,92683,['mySql'],California,1,Job2252187,Part Time
204,261,"['Health insurance', 'Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,93,Canutillo,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Description,,31.935200000000002,-106.587,Capital Markets,Trader,,2000.0,2.0,,1.0,79835,"['Javascript', 'C#']",Texas,2,Job 1130,Full Time
205,1541,"['Health insurance', 'Life insurance']",0,,222,Kingwood,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,"excellent communicator, great at number and analytical skills",,30.0493,-95.2213,Finance,Financial Advisor,,2000.0,0.0,,1.0,77339,['mySql'],Texas,1,Data Analyst,FULL_TIME
206,1360,['Life insurance'],0,,12,Norwalk,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,33.9068,-118.083,Emergency Services / Enforcement,Personal / Private Security,,2000.0,0.0,,1.0,90650,['Sleep'],California,2,Job 1633,Part Time
207,1305,['Life insurance'],0,,70,Penitas,,FPT - managed,adasd,,26.3072,-98.476,Construction / Facilities,Highway Maintenance,,123.0,2.0,,1.0,78576,['C#'],Texas,1,Who your daddy,Full Time
208,1492,['Flexible and remote working options'],0,,12,Walnut Creek,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,decs,,37.8891,-122.038,Construction / Facilities,Demolitions,,2000.0,0.0,,1.0,94596,['aa'],California,2,Job 1533,PART_TIME
209,237,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days', 'Retirement benefit or accounts']",0,,11,Brooklyn,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.6282,-73.9463,Capital Markets,Trader,,2000.0,0.0,,1.0,11210,"['C#', 'Javascript']",New York,2,Job 436,Part Time
210,194,"['Health insurance', 'Life insurance', 'Flexible and remote working options']",0,,90,Elmhurst,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,This is description,,40.7389,-73.8786,Capital Markets,Trader,,2000.0,0.0,,1.0,11373,"['Javascript', 'C#']",New York,1,Job 957,Full Time
211,456,"['Flexible and remote working options', 'Life insurance']",0,,58,Bell Gardens,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.9707,-118.171,Construction / Facilities,Masonry - Finishing,,3000.0,0.0,,1.0,90201,['Sleep'],California,2,Job 452,Part Time
212,1008,['Life insurance'],0,,133,Katy,,FPT,Desc,,29.8356,-95.7381,Education / Higher Education,Enrollment / General,,2000.0,0.0,,1.0,77449,['Sleep'],Texas,1,Job1429157,Contract
213,60,['Paid time off (PTO) such as sick day and vacation days'],0,,1,Chicago,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,41.9021,-87.7409,Capital Markets,Trader,,,,,,60651,['Javascript'],Illinois,2,123,Full Time
214,1217,['Retirement benefit or accounts'],0,,1,Rego Park,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7265,-73.8615,Construction / Facilities,Line Worker,,12344.0,0.0,,1.0,11374,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
215,820,['Health insurance'],0,,15,Huntington Park,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,33.977,-118.217,Construction / Facilities,Line Worker,,2000.0,0.0,,1.0,90255,['Sleep'],California,1,Job 1030,Part Time
216,1965,['Employee assistance programs(mental and emotional wellbing)'],0,,1,South Richmond Hill,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test,,40.6886,-73.823,Education / Higher Education,Teaching Assistant,,3303.0,2.0,,1.0,11419,['Javascript'],New York,1,hackerr,FULL_TIME
217,1314,"['Health insurance', 'Life insurance']",0,,193,Bell Gardens,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_194_1658821820952.png,NVM,Job 1116,,33.9707,-118.171,Construction / Facilities,Foreman,,1111.0,2.0,,1.0,90201,"['mySql', 'Javascript']",California,1,Job 1116,Full Time
218,1269,['Life insurance'],0,,53,Hackensack,,FPT - managed,123,,40.889,-74.0461,Construction / Facilities,HAZMAT,,123.0,0.0,,1.0,7601,['Php'],New Jersey,1,Who is your daddy,Full Time
219,391,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,Frisco,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.152,-96.8604,Capital Markets,Trader,,2000.0,0.0,,1.0,75034,['Javascript'],Texas,2,Job 935,Part Time
220,1845,['PHP'],0,,223,Aptos,,FPT - managed,Desc,,37.0102,-121.878,Construction / Facilities,Masonry - Finishing,,10000.0,0.0,,1.0,95003,['Sleep'],California,1,Job1654257,PART_TIME
221,67,['Paid time off (PTO) such as sick day and vacation days'],0,,1,Bell Gardens,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,33.9707,-118.171,Capital Markets,Trader,,,,,,90201,['Javascript'],California,2,123,Full Time
222,1983,['Health insurance'],0,,10,Teaneck,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,40.8899,-74.0106,Capital Markets,Financial Sales / Broker,,1000.0,2.0,,1.0,7666,['Javascript'],New Jersey,1,Job1427_update,PART_TIME
223,506,"['Life insurance', 'More pay', 'SOS', 'Nha']",0,,55,Houston,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,29.8264,-95.6621,Education / Higher Education,Teacher - Preschool,,2000.0,2.0,,1.0,77084,"['Javascript', 'C#', 'Php', 'aa', 'bb']",Texas,1,Job 1136_update_v2,Full Time
224,414,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,Houston,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,29.8264,-95.6621,Capital Markets,Trader,,2000.0,0.0,,1.0,77084,['Javascript'],Texas,2,Job 935,Part Time
225,1197,['Retirement benefit or accounts'],0,,1,Rego Park,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7265,-73.8615,Construction / Facilities,Line Worker,,12344.0,0.0,,1.0,11374,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
226,1444,"['Retirement benefit or accounts', 'PHP']",0,,12,Brentwood,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,37.9234,-121.675,Construction / Facilities,Demolitions,,1000.0,0.0,,1.0,94513,"['C#', 'aa']",California,2,Job 1518,PART_TIME
227,1077,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options']",0,,48,Yonkers,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Develop Apex (classes and triggers), Lightning Components, and Visualforce to extend Salesforce in order to support business requirements,",,40.9454,-73.8803,Construction / Facilities,Foreman,,1000.0,0.0,,1.0,10701,['Javascript'],New York,1,Junior Salesforce Developer (JavaScript),Full Time
228,549,"['Paid time off (PTO) such as sick day and vacation days', 'SQL']",0,,54,South Gate,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.9446,-118.193,Education / Higher Education,Enrollment / General,,1000.0,0.0,,1.0,90280,"['Javascript', 'VueJs']",California,1,Job 1258,Part Time
229,2003,['Health insurance'],0,,10,Walnut Creek,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,37.8891,-122.038,Capital Markets,Financial Sales / Broker,,1000.0,2.0,,1.0,94596,['Javascript'],California,1,Job1427_update,PART_TIME
230,985,"['Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options', 'Employee assistance programs(mental and emotional wellbing)']",0,,127,El Paso,,FPT,aaa,,31.7762,-106.298,Construction / Facilities,Demolitions,,1300.0,0.0,,1.0,79936,"['Javascript', 'mySql', 'aa']",Texas,1,FE Con meo,Full Time
231,125,['Health insurance'],0,,10,Chino Hills,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9643,-117.736,Capital Markets,Trader,,,,,,91709,['Javascript'],California,1,Job 132,Full Time
232,197,"['Health insurance', 'Life insurance', 'Flexible and remote working options']",0,,90,Woodside,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,This is description,,40.7448,-73.9052,Capital Markets,Trader,,2000.0,0.0,,1.0,11377,"['Javascript', 'C#']",New York,1,Job 957,Full Time
233,720,['PHP'],0,,51,Barker,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,29.7706,-95.7023,Education / Higher Education,Teacher - Preschool,,1000.0,0.0,,1.0,77413,"['bb', 'Sleep']",Texas,1,Job 0003,Part Time
234,416,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,Norwalk,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.9068,-118.083,Capital Markets,Trader,,2000.0,0.0,,1.0,90650,['Javascript'],California,2,Job 935,Part Time
235,966,"['Flexible and remote working options', 'Retirement benefit or accounts', 'Employee assistance programs(mental and emotional wellbing)']",0,,57,Sugar Land,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,FE,,29.5665,-95.6356,Construction / Facilities,Foreman,,1000.0,0.0,,1.0,77479,"['Javascript', 'Sleep']",Texas,2,FE 001,Full Time
236,875,['Life insurance'],0,,12,Antioch,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,37.9657,-121.776,Construction / Facilities,Line Worker,,2000.0,0.0,,1.0,94531,['C#'],California,2,Job1341,Part Time
237,500,"['Health insurance', 'Life insurance']",0,,100,Pearland,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,123,,29.546,-95.3508,Construction / Facilities,Foreman,,123.0,0.0,,1.0,77584,"['Javascript', 'C#']",Texas,1,123,Part Time
238,594,['Retirement benefit or accounts'],0,,58,Columbia,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,PHP Full Stack,,35.629,-87.0206,Fitness / Recreational,Facilities Management,,12000.0,0.0,,1.0,38401,"['Javascript', 'Php']",Tennessee,2,PHP Full Stack,Full Time
239,134,['Health insurance'],0,,33,Chicago,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Ã†Â°,,41.8481,-87.7178,Capital Markets,Trader,,,,,,60623,['Javascript'],Illinois,1,test job,Part Time
240,201,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,91,Brooklyn,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Dessc,,40.6914,-73.9279,Capital Markets,Trader,,2000.0,0.0,,1.0,11221,"['Javascript', 'C#']",New York,1,Job 1156,Full Time
241,837,"['Life insurance', 'Flexible and remote working options']",0,,1,Mesquite,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test create job,,32.7704,-96.6141,Construction / Facilities,Foreman,,12.0,0.0,,1.0,75187,['Javascript'],Texas,1,test create job,Full Time
242,670,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,48,Spring Lake,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,letheanh test question desc,,40.153,-74.0358,Construction / Facilities,Building Inspection,,12345.0,0.0,,1.0,7762,"['mySql', 'Sleep']",New Jersey,1,letheanh test question,Full Time
243,883,"['Health insurance', 'Flexible and remote working options']",0,,122,Brooklyn,,test,developer 1407 0857,,40.6221,-73.9651,Construction / Facilities,Foreman,,1000.0,0.0,,1.0,11230,"['Javascript', 'C#', 'mySql']",New York,1,developer 1407 0857,Part Time
244,360,['Retirement benefit or accounts'],0,,59,Frisco,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.152,-96.8604,Capital Markets,Trader,,2000.0,0.0,,1.0,75034,['mySql'],Texas,2,Job 1130,Part Time
245,707,"['Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,79,Long Beach,,Publisher Company,This is job description,,33.8649,-118.181,Construction / Facilities,Line Worker,,2000.0,0.0,,1.0,90805,"['Javascript', 'mySql']",California,1,Job 0000,Part Time
246,1301,['Life insurance'],0,,70,Mercedes,,FPT - managed,adasd,,26.1748,-97.9109,Construction / Facilities,Highway Maintenance,,123.0,2.0,,1.0,78570,['C#'],Texas,1,Who your daddy,Full Time
247,1201,['Retirement benefit or accounts'],0,,1,Elmhurst,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7389,-73.8786,Construction / Facilities,Line Worker,,12344.0,0.0,,1.0,11373,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
248,79,['Paid time off (PTO) such as sick day and vacation days'],0,,1,La Puente,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,34.0289,-117.937,Capital Markets,Trader,,,,,,91744,['Javascript'],California,2,123,Full Time
249,210,"['Life insurance', 'Flexible and remote working options']",0,,4,Richmond,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,29.6436,-95.798,Capital Markets,Trader,,1000.0,0.0,,1.0,77406,['Javascript'],Texas,2,Job 1141,Full Time
250,1289,['Life insurance'],0,,70,Elmont,,FPT - managed,adasd,,40.7013,-73.7079,Construction / Facilities,Highway Maintenance,,123.0,2.0,,1.0,11003,['C#'],New York,1,Who your daddy,Full Time
251,2051,['Life insurance'],0,,221,Cypress,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.8181,-118.038,Emergency Services / Enforcement,Parking Enforcement,,1000.0,2.0,,1.0,90630,['Sleep'],California,1,Job1700,PART_TIME
252,505,"['Life insurance', 'More pay', 'SOS', 'Nha']",0,,55,Staten Island,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.5991,-74.1657,Education / Higher Education,Teacher - Preschool,,2000.0,2.0,,1.0,10314,"['Javascript', 'C#', 'Php', 'aa', 'bb']",New York,1,Job 1136_update_v2,Full Time
253,1061,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options']",0,,48,Elmhurst,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Develop Apex (classes and triggers), Lightning Components, and Visualforce to extend Salesforce in order to support business requirements,",,40.7389,-73.8786,Construction / Facilities,Foreman,,1000.0,0.0,,1.0,11373,['Javascript'],New York,1,Junior Salesforce Developer (JavaScript),Full Time
254,1211,['Retirement benefit or accounts'],0,,1,Elmhurst,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7389,-73.8786,Construction / Facilities,Line Worker,,12344.0,0.0,,1.0,11373,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
255,942,['Life insurance'],0,,13,Los Angeles,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Job1415147,,34.048,-118.294,Education / Higher Education,Counselor,,2000.0,0.0,,1.0,90006,['Sleep'],California,1,Job1415147,Part Time
256,402,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,Lakewood,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.0765,-74.2032,Capital Markets,Trader,,2000.0,0.0,,1.0,8701,['Javascript'],New Jersey,2,Job 935,Part Time
257,63,['Paid time off (PTO) such as sick day and vacation days'],0,,1,Waukegan,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,42.3533,-87.8682,Capital Markets,Trader,,,,,,60085,['Javascript'],Illinois,2,123,Full Time
258,768,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,12,Brooklyn,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,40.5971,-73.9736,Education / Higher Education,Enrollment / General,,2000.0,0.0,,1.0,11223,"['aa', 'Sleep']",New York,2,Job 1514,Full Time
259,725,['Paid time off (PTO) such as sick day and vacation days'],0,,54,Cypress,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,29.9727,-95.6968,Construction / Facilities,Demolitions,,1000.0,0.0,,1.0,77410,"['aa', 'C#', 'Sleep']",Texas,1,Job 0037,Part Time
260,1206,['Retirement benefit or accounts'],0,,1,Flushing,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7304,-73.8262,Construction / Facilities,Line Worker,,12344.0,0.0,,1.0,11367,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
261,1545,"['Health insurance', 'Life insurance']",0,,222,Dayton,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,"excellent communicator, great at number and analytical skills",,30.057,-94.9179,Finance,Financial Advisor,,2000.0,0.0,,1.0,77535,['mySql'],Texas,1,Data Analyst,FULL_TIME
262,1202,['Retirement benefit or accounts'],0,,1,Corona,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7496,-73.8526,Construction / Facilities,Line Worker,,12344.0,0.0,,1.0,11368,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
263,1952,['Employee assistance programs(mental and emotional wellbing)'],0,,1,Corona,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test,,40.7496,-73.8526,Education / Higher Education,Teaching Assistant,,3303.0,2.0,,1.0,11368,['Javascript'],New York,1,hackerr,FULL_TIME
264,774,['Health insurance'],0,,11,Katy,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,29.8356,-95.7381,Education / Higher Education,Speech Pathologist,,2222.0,0.0,,1.0,77449,['Javascript'],Texas,1,Job 1550,Part Time
265,508,"['Retirement benefit or accounts', 'Flexible and remote working options', 'Salary']",0,,101,Houston,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,29.9082,-95.6532,Emergency Services / Enforcement,Parking Enforcement,,2000.0,0.0,,1.0,77095,"['Javascript', 'Php', 'Laravel']",Texas,1,Job 1227,Part Time
266,1857,"['PHP', 'Paid time off (PTO) such as sick day and vacation days']",0,,69,Katy,,Gotoro 10052 ,create job by lta 725 515,,29.8356,-95.7381,Capital Markets,Financial Sales / Broker,,1234.0,2.0,,1.0,77449,"['mySql', 'aa']",Texas,1,create job by lta 725 515,FULL_TIME
267,490,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days']",0,,62,Barker,,Publisher Company,Desc,,29.7706,-95.7023,Construction / Facilities,Demolitions,,2000.0,0.0,,1.0,77413,"['C#', 'Javascript', 'Php']",Texas,1,Job 214,Part Time
268,2052,['Life insurance'],0,,221,Buena Park,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.8461,-118.012,Emergency Services / Enforcement,Parking Enforcement,,1000.0,2.0,,1.0,90620,['Sleep'],California,1,Job1700,PART_TIME
269,852,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,1,Richmond,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job test by lta 712 301,,29.6765,-95.7125,Construction / Facilities,Demolitions,,1234.0,0.0,,1.0,77407,"['bb', 'Sleep']",Texas,1,create job test by lta 712 301,Full Time
270,253,"['Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options', 'Life insurance', 'Retirement benefit or accounts']",0,,9,Fort Worth,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,We are currently seeking a new Frontend Developer to join our expanding team.,,32.8588,-97.2913,Capital Markets,Trader,,2000.0,0.0,,1.0,76137,"['Javascript', 'C#', 'mySql']",Texas,2,PHP 1,Full Time
271,723,['Paid time off (PTO) such as sick day and vacation days'],0,,54,Katy,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,29.747,-95.8217,Construction / Facilities,Demolitions,,1000.0,0.0,,1.0,77492,"['aa', 'C#', 'Sleep']",Texas,1,Job 0037,Part Time
